3.64E+01,1.07E-07
3.66E+01,1.33E-07
3.68E+01,1.48E-07
3.78E+01,1.63E-07
3.93E+01,1.93E-07
4.04E+01,2.03E-07
4.14E+01,2.13E-07
4.25E+01,2.28E-07
4.36E+01,2.42E-07
4.44E+01,2.54E-07
4.57E+01,2.75E-07
4.68E+01,2.94E-07
4.79E+01,3.15E-07
4.89E+01,3.38E-07
5.00E+01,3.65E-07
5.11E+01,4.00E-07
5.21E+01,4.35E-07
5.32E+01,4.78E-07
5.43E+01,5.31E-07
5.54E+01,5.98E-07
5.63E+01,6.71E-07
5.71E+01,7.58E-07
5.79E+01,8.51E-07
5.84E+01,9.59E-07
5.90E+01,1.10E-06
5.94E+01,1.25E-06
5.98E+01,1.45E-06
5.97E+01,1.63E-06
5.99E+01,1.91E-06
5.99E+01,2.23E-06
5.99E+01,2.51E-06
5.99E+01,2.92E-06
